vector,latency,accuracy,mem
"[0, 1, 1, 0, 0, 4, 0, 0, 0]",0.5245335102081299,0.21954262256622314,2066.1
"[0, 1, 1, 0, 0, 4, 0, 0, 1]",0.5314478874206543,0.22162161767482758,2054.9
"[0, 1, 1, 0, 0, 4, 0, 1, 0]",0.5823602676391602,0.2275814265012741,2040.5
"[0, 1, 1, 0, 0, 4, 0, 1, 1]",0.5350987911224365,0.23589743673801422,2022.9
"[0, 1, 1, 0, 0, 4, 1, 0, 0]",0.561337947845459,0.21663202345371246,2054.9
"[0, 1, 1, 0, 0, 4, 1, 0, 1]",0.5416469573974609,0.24684683978557587,2054.9
"[0, 1, 1, 0, 0, 4, 1, 1, 0]",0.5577940940856934,0.2164934128522873,2037.7
"[0, 1, 1, 0, 0, 4, 1, 1, 1]",0.5441575050354004,0.33180874586105347,2037.7
"[0, 1, 1, 0, 1, 0, 0, 0, 0]",0.518923282623291,0.22189882397651672,2122.3
"[0, 1, 1, 0, 1, 0, 0, 0, 1]",0.5207672119140625,0.22079001367092133,2131.5
"[0, 1, 1, 0, 1, 0, 0, 1, 0]",0.5411696434020996,0.22356201708316803,2043.5
"[0, 1, 1, 0, 1, 0, 0, 1, 1]",0.5650002956390381,0.22051282227039337,2143.9
"[0, 1, 1, 0, 1, 0, 1, 0, 0]",0.552776575088501,0.22023561596870422,2131.5
"[0, 1, 1, 0, 1, 0, 1, 0, 1]",0.5447206497192383,0.24338184297084808,2117.5
"[0, 1, 1, 0, 1, 0, 1, 1, 0]",0.5574080944061279,0.21884961426258087,2143.9
"[0, 1, 1, 0, 1, 0, 1, 1, 1]",0.5241806507110596,0.25363826751708984,2131.5
"[0, 1, 1, 0, 1, 1, 0, 0, 0]",0.5829799175262451,0.2303534299135208,2048.5
"[0, 1, 1, 0, 1, 1, 0, 0, 1]",0.5382261276245117,0.21552321314811707,2034.1
"[0, 1, 1, 0, 1, 1, 0, 1, 0]",0.5364365577697754,0.23963963985443115,2042.1
"[0, 1, 1, 0, 1, 1, 0, 1, 1]",0.5385692119598389,0.24559944868087769,2040.5
"[0, 1, 1, 0, 1, 1, 1, 0, 0]",0.5705423355102539,0.21954262256622314,2037.7
"[0, 1, 1, 0, 1, 1, 1, 0, 1]",0.5412163734436035,0.25142064690589905,2037.7
"[0, 1, 1, 0, 1, 1, 1, 1, 0]",0.5662190914154053,0.23853084444999695,2028.5
"[0, 1, 1, 0, 1, 1, 1, 1, 1]",0.5437214374542236,0.3203049302101135,2059.3
"[0, 1, 1, 0, 1, 2, 0, 0, 0]",0.5379321575164795,0.2286902219057083,2054.9
"[0, 1, 1, 0, 1, 2, 0, 0, 1]",0.5381009578704834,0.2153846174478531,2048.5
"[0, 1, 1, 0, 1, 2, 0, 1, 0]",0.536405086517334,0.23756064474582672,2002.1
"[0, 1, 1, 0, 1, 2, 0, 1, 1]",0.5427150726318359,0.23409563302993774,2022.9
"[0, 1, 1, 0, 1, 2, 1, 0, 0]",0.538316011428833,0.22106721997261047,2046.9
"[0, 1, 1, 0, 1, 2, 1, 0, 1]",0.5408053398132324,0.25031185150146484,2037.7
"[0, 1, 1, 0, 1, 2, 1, 1, 0]",0.5440268516540527,0.2382536381483078,2034.1
"[0, 1, 1, 0, 1, 2, 1, 1, 1]",0.5534803867340088,0.33111572265625,2046.9
"[0, 1, 1, 0, 1, 3, 0, 0, 0]",0.5351872444152832,0.22661122679710388,2040.5
"[0, 1, 1, 0, 1, 3, 0, 0, 1]",0.538841962814331,0.22009702026844025,1984.5
"[0, 1, 1, 0, 1, 3, 0, 1, 0]",0.5577154159545898,0.2443520426750183,2046.9
"[0, 1, 1, 0, 1, 3, 0, 1, 1]",0.5560019016265869,0.24171863496303558,2048.5
"[0, 1, 1, 0, 1, 3, 1, 0, 0]",0.5333504676818848,0.21635481715202332,1984.5
"[0, 1, 1, 0, 1, 3, 1, 0, 1]",0.5391519069671631,0.25045046210289,2050.1
"[0, 1, 1, 0, 1, 3, 1, 1, 0]",0.5948464870452881,0.24559944868087769,2033.3
"[0, 1, 1, 0, 1, 3, 1, 1, 1]",0.5939655303955078,0.23021483421325684,2054.9
"[0, 1, 1, 0, 1, 4, 0, 0, 0]",0.5451834201812744,0.22952182590961456,2024.9
"[0, 1, 1, 0, 1, 4, 0, 0, 1]",0.5470571517944336,0.2203742265701294,2046.9
"[0, 1, 1, 0, 1, 4, 0, 1, 0]",0.5686600208282471,0.24116423726081848,1982.9
"[0, 1, 1, 0, 1, 4, 0, 1, 1]",0.5347118377685547,0.24365904927253723,2054.9
"[0, 1, 1, 0, 1, 4, 1, 0, 0]",0.5505242347717285,0.22231462597846985,2054.9
"[0, 1, 1, 0, 1, 4, 1, 0, 1]",0.5459802150726318,0.25530144572257996,2046.9
"[0, 1, 1, 0, 1, 4, 1, 1, 0]",0.5414423942565918,0.24171863496303558,2037.7
"[0, 1, 1, 0, 1, 4, 1, 1, 1]",0.5380988121032715,0.2360360324382782,2032.5
"[0, 1, 1, 1, 0, 0, 0, 0, 0]",0.5228610038757324,0.22411642968654633,2158.7
"[0, 1, 1, 1, 0, 0, 0, 0, 1]",0.5859990119934082,0.2187110185623169,2105.1
"[0, 1, 1, 1, 0, 0, 0, 1, 0]",0.531170129776001,0.22051282227039337,2122.3
"[0, 1, 1, 1, 0, 0, 0, 1, 1]",0.5253009796142578,0.22051282227039337,2101.5
"[0, 1, 1, 1, 0, 0, 1, 0, 0]",0.5778472423553467,0.2573804557323456,2150.7
"[0, 1, 1, 1, 0, 0, 1, 0, 1]",0.5187830924987793,0.430630624294281,2143.9
"[0, 1, 1, 1, 0, 0, 1, 1, 0]",0.5288286209106445,0.4134442210197449,2122.3
"[0, 1, 1, 1, 0, 0, 1, 1, 1]",0.5270960330963135,0.8385308384895325,2105.1
"[0, 1, 1, 1, 0, 1, 0, 0, 0]",0.5467941761016846,0.2135828137397766,2046.9
"[0, 1, 1, 1, 0, 1, 0, 0, 1]",0.5318748950958252,0.21746361255645752,2050.1
"[0, 1, 1, 1, 0, 1, 0, 1, 0]",0.5374724864959717,0.2137214094400406,2054.9
"[0, 1, 1, 1, 0, 1, 0, 1, 1]",0.538222074508667,0.23894663155078888,1971.7
"[0, 1, 1, 1, 0, 1, 1, 0, 0]",0.540980339050293,0.24920305609703064,2037.7
"[0, 1, 1, 1, 0, 1, 1, 0, 1]",0.5349578857421875,0.24518364667892456,2050.1
"[0, 1, 1, 1, 0, 1, 1, 1, 0]",0.5444138050079346,0.2443520426750183,2022.9
"[0, 1, 1, 1, 0, 1, 1, 1, 1]",0.5420944690704346,0.8733194470405579,2038.9
"[0, 1, 1, 1, 0, 2, 0, 0, 0]",0.5567634105682373,0.21677061915397644,2032.5
"[0, 1, 1, 1, 0, 2, 0, 0, 1]",0.544682502746582,0.21677061915397644,2037.7
"[0, 1, 1, 1, 0, 2, 0, 1, 0]",0.5460386276245117,0.21150381863117218,2054.9
"[0, 1, 1, 1, 0, 2, 0, 1, 1]",0.5371098518371582,0.2388080358505249,2050.1
"[0, 1, 1, 1, 0, 2, 1, 0, 0]",0.5275006294250488,0.251697838306427,2046.9
"[0, 1, 1, 1, 0, 2, 1, 0, 1]",0.523468017578125,0.24421344697475433,2037.7
"[0, 1, 1, 1, 0, 2, 1, 1, 0]",0.5714654922485352,0.2444906383752823,2037.7
"[0, 1, 1, 1, 0, 2, 1, 1, 1]",0.5599899291992188,0.8616770505905151,2032.5
"[0, 1, 1, 1, 0, 3, 0, 0, 0]",0.5927481651306152,0.21898822486400604,2054.9
"[0, 1, 1, 1, 0, 3, 0, 0, 1]",0.5171816349029541,0.21857242286205292,2037.7
"[0, 1, 1, 1, 0, 3, 0, 1, 0]",0.5476481914520264,0.2237006276845932,2037.7
"[0, 1, 1, 1, 0, 3, 0, 1, 1]",0.5176405906677246,0.23700623214244843,2038.9
"[0, 1, 1, 1, 0, 3, 1, 0, 0]",0.561408519744873,0.24532224237918854,2037.7
"[0, 1, 1, 1, 0, 3, 1, 0, 1]",0.5388162136077881,0.2501732409000397,2028.5
"[0, 1, 1, 1, 0, 3, 1, 1, 0]",0.5645473003387451,0.24629244208335876,2046.9
"[0, 1, 1, 1, 0, 3, 1, 1, 1]",0.5425388813018799,0.7941787838935852,2022.9
"[0, 1, 1, 1, 0, 4, 0, 0, 0]",0.5459403991699219,0.21829521656036377,2037.7
"[0, 1, 1, 1, 0, 4, 0, 0, 1]",0.5186457633972168,0.21995842456817627,2054.9
"[0, 1, 1, 1, 0, 4, 0, 1, 0]",0.5415129661560059,0.22217601537704468,1998.9
"[0, 1, 1, 1, 0, 4, 0, 1, 1]",0.5490615367889404,0.23631323873996735,2041.3
"[0, 1, 1, 1, 0, 4, 1, 0, 0]",0.5412607192993164,0.2505890429019928,2024.9
"[0, 1, 1, 1, 0, 4, 1, 0, 1]",0.578345775604248,0.24906444549560547,2022.9
"[0, 1, 1, 1, 0, 4, 1, 1, 0]",0.5408456325531006,0.23977823555469513,2046.9
"[0, 1, 1, 1, 0, 4, 1, 1, 1]",0.546964168548584,0.8054053783416748,2016.9
"[0, 1, 1, 1, 1, 0, 0, 0, 0]",0.5655176639556885,0.2203742265701294,2143.9
"[0, 1, 1, 1, 1, 0, 0, 0, 1]",0.5144948959350586,0.21607761085033417,2143.9
"[0, 1, 1, 1, 1, 0, 0, 1, 0]",0.5285634994506836,0.24296604096889496,2117.1
"[0, 1, 1, 1, 1, 0, 0, 1, 1]",0.5251994132995605,0.234927237033844,2131.5
"[0, 1, 1, 1, 1, 0, 1, 0, 0]",0.5182015895843506,0.24088704586029053,2053.1
"[0, 1, 1, 1, 1, 0, 1, 0, 1]",0.5275380611419678,0.2443520426750183,2122.3
"[0, 1, 1, 1, 1, 0, 1, 1, 0]",0.5353717803955078,0.8583506345748901,2118.7
"[0, 1, 1, 1, 1, 0, 1, 1, 1]",0.5321545600891113,0.8106722235679626,2086.7
"[0, 1, 1, 1, 1, 1, 0, 0, 0]",0.5597474575042725,0.21898822486400604,2027.7
"[0, 1, 1, 1, 1, 1, 0, 0, 1]",0.5405673980712891,0.22106721997261047,2040.5
"[0, 1, 1, 1, 1, 1, 0, 1, 0]",0.5463030338287354,0.2399168461561203,2040.5
"[0, 1, 1, 1, 1, 1, 0, 1, 1]",0.5443365573883057,0.24476784467697144,2037.7
"[0, 1, 1, 1, 1, 1, 1, 0, 0]",0.5379788875579834,0.24296604096889496,2032.5
"[0, 1, 1, 1, 1, 1, 1, 0, 1]",0.570249080657959,0.2511434555053711,2032.5
"[0, 1, 1, 1, 1, 1, 1, 1, 0]",0.5485196113586426,0.813444197177887,1998.9
"[0, 1, 1, 1, 1, 1, 1, 1, 1]",0.5529224872589111,0.8512820601463318,2020.5
"[0, 1, 1, 1, 1, 2, 0, 0, 0]",0.5238242149353027,0.21954262256622314,2022.9
"[0, 1, 1, 1, 1, 2, 0, 0, 1]",0.5417687892913818,0.21566180884838104,2040.5
"[0, 1, 1, 1, 1, 2, 0, 1, 0]",0.52536940574646,0.2444906383752823,2032.5
"[0, 1, 1, 1, 1, 2, 0, 1, 1]",0.5912251472473145,0.2415800392627716,2037.7
"[0, 1, 1, 1, 1, 2, 1, 0, 0]",0.545443058013916,0.24476784467697144,2032.5
"[0, 1, 1, 1, 1, 2, 1, 0, 1]",0.5732543468475342,0.25585585832595825,2040.5
"[0, 1, 1, 1, 1, 2, 1, 1, 0]",0.5428445339202881,0.8141372203826904,2054.9
"[0, 1, 1, 1, 1, 2, 1, 1, 1]",0.5471887588500977,0.8510048389434814,2032.5
"[0, 1, 1, 1, 1, 3, 0, 0, 0]",0.5409963130950928,0.21884961426258087,2037.7
"[0, 1, 1, 1, 1, 3, 0, 0, 1]",0.5410740375518799,0.22189882397651672,2022.9
"[0, 1, 1, 1, 1, 3, 0, 1, 0]",0.6040074825286865,0.2467082440853119,2046.9
"[0, 1, 1, 1, 1, 3, 0, 1, 1]",0.5834081172943115,0.24144144356250763,2022.9
"[0, 1, 1, 1, 1, 3, 1, 0, 0]",0.5499672889709473,0.25142064690589905,2040.5
"[0, 1, 1, 1, 1, 3, 1, 0, 1]",0.6201467514038086,0.2540540397167206,2054.9
"[0, 1, 1, 1, 1, 3, 1, 1, 0]",0.5441036224365234,0.8329868316650391,2024.9
"[0, 1, 1, 1, 1, 3, 1, 1, 1]",0.5522875785827637,0.8589050769805908,2040.5
"[0, 1, 1, 1, 1, 4, 0, 0, 0]",0.5351152420043945,0.21829521656036377,2041.3
"[0, 1, 1, 1, 1, 4, 0, 0, 1]",0.5387611389160156,0.2153846174478531,2037.7
"[0, 1, 1, 1, 1, 4, 0, 1, 0]",0.5487957000732422,0.24199584126472473,2054.9
"[0, 1, 1, 1, 1, 4, 0, 1, 1]",0.5503153800964355,0.2404712438583374,2024.9
"[0, 1, 1, 1, 1, 4, 1, 0, 0]",0.5656774044036865,0.24185724556446075,2046.9
"[0, 1, 1, 1, 1, 4, 1, 0, 1]",0.5417928695678711,0.2568260431289673,2054.9
"[0, 1, 1, 1, 1, 4, 1, 1, 0]",0.5493865013122559,0.88135826587677,2024.9
"[0, 1, 1, 1, 1, 4, 1, 1, 1]",0.5373094081878662,0.8577962517738342,2034.1
"[0, 1, 2, 0, 0, 0, 0, 0, 0]",0.5152478218078613,0.21552321314811707,2117.1
"[0, 1, 2, 0, 0, 0, 0, 0, 1]",0.5346240997314453,0.21954262256622314,2133.9
"[0, 1, 2, 0, 0, 0, 0, 1, 0]",0.5655663013458252,0.22286902368068695,2164.3
"[0, 1, 2, 0, 0, 0, 0, 1, 1]",0.5668990612030029,0.21884961426258087,2083.5
"[0, 1, 2, 0, 0, 0, 1, 0, 0]",0.49826550483703613,0.2303534299135208,2117.1
"[0, 1, 2, 0, 0, 0, 1, 0, 1]",0.5704967975616455,0.26528066396713257,2117.1
"[0, 1, 2, 0, 0, 0, 1, 1, 0]",0.5206103324890137,0.22023561596870422,2105.1
"[0, 1, 2, 0, 0, 0, 1, 1, 1]",0.5229787826538086,0.3438669443130493,2126.7
"[0, 1, 2, 0, 0, 1, 0, 0, 0]",0.5399999618530273,0.22120581567287445,2050.1
"[0, 1, 2, 0, 0, 1, 0, 0, 1]",0.5367906093597412,0.2198198139667511,2033.3
"[0, 1, 2, 0, 0, 1, 0, 1, 0]",0.5388998985290527,0.2214830219745636,2027.7
"[0, 1, 2, 0, 0, 1, 0, 1, 1]",0.538893461227417,0.23728343844413757,2046.9
"[0, 1, 2, 0, 0, 1, 1, 0, 0]",0.5895116329193115,0.2203742265701294,2054.9
"[0, 1, 2, 0, 0, 1, 1, 0, 1]",0.5333766937255859,0.2460152506828308,2032.5
"[0, 1, 2, 0, 0, 1, 1, 1, 0]",0.5398228168487549,0.21787941455841064,2048.5
"[0, 1, 2, 0, 0, 1, 1, 1, 1]",0.5841705799102783,0.8297990560531616,2046.9
"[0, 1, 2, 0, 0, 2, 0, 0, 0]",0.5315425395965576,0.22134442627429962,2046.9
"[0, 1, 2, 0, 0, 2, 0, 0, 1]",0.5380334854125977,0.22189882397651672,2033.3
"[0, 1, 2, 0, 0, 2, 0, 1, 0]",0.5231361389160156,0.22106721997261047,2046.9
"[0, 1, 2, 0, 0, 2, 0, 1, 1]",0.5674965381622314,0.23742203414440155,2032.5
"[0, 1, 2, 0, 0, 2, 1, 0, 0]",0.5493307113647461,0.21968121826648712,2010.1
"[0, 1, 2, 0, 0, 2, 1, 0, 1]",0.5350713729858398,0.24712404608726501,2010.1
"[0, 1, 2, 0, 0, 2, 1, 1, 0]",0.5797882080078125,0.21801802515983582,2042.1
"[0, 1, 2, 0, 0, 2, 1, 1, 1]",0.5872752666473389,0.799445629119873,2028.5
"[0, 1, 2, 0, 0, 3, 0, 0, 0]",0.5412676334381104,0.2203742265701294,2037.7
"[0, 1, 2, 0, 0, 3, 0, 0, 1]",0.5634009838104248,0.22051282227039337,2048.5
"[0, 1, 2, 0, 0, 3, 0, 1, 0]",0.5342049598693848,0.22356201708316803,2037.7
"[0, 1, 2, 0, 0, 3, 0, 1, 1]",0.5253400802612305,0.23908524215221405,2024.9
"[0, 1, 2, 0, 0, 3, 1, 0, 0]",0.541236162185669,0.21801802515983582,2032.5
"[0, 1, 2, 0, 0, 3, 1, 0, 1]",0.5377669334411621,0.2432432472705841,2033.3
"[0, 1, 2, 0, 0, 3, 1, 1, 0]",0.6026623249053955,0.21829521656036377,2035.7
"[0, 1, 2, 0, 0, 3, 1, 1, 1]",0.5542035102844238,0.314345121383667,1998.9
"[0, 1, 2, 0, 0, 4, 0, 0, 0]",0.5925476551055908,0.2198198139667511,2020.5
"[0, 1, 2, 0, 0, 4, 0, 0, 1]",0.5354404449462891,0.22189882397651672,2046.9
"[0, 1, 2, 0, 0, 4, 0, 1, 0]",0.5305230617523193,0.2299376279115677,2037.7
"[0, 1, 2, 0, 0, 4, 0, 1, 1]",0.5401396751403809,0.2399168461561203,2046.9
"[0, 1, 2, 0, 0, 4, 1, 0, 0]",0.5963602066040039,0.214830219745636,2054.9
"[0, 1, 2, 0, 0, 4, 1, 0, 1]",0.5338075160980225,0.24518364667892456,2054.9
"[0, 1, 2, 0, 0, 4, 1, 1, 0]",0.542780876159668,0.21774081885814667,2033.3
"[0, 1, 2, 0, 0, 4, 1, 1, 1]",0.5186021327972412,0.8141372203826904,2054.9
"[0, 1, 2, 0, 1, 0, 0, 0, 0]",0.532768964767456,0.2237006276845932,2118.7
"[0, 1, 2, 0, 1, 0, 0, 0, 1]",0.529679536819458,0.22009702026844025,2107.5
"[0, 1, 2, 0, 1, 0, 0, 1, 0]",0.5346827507019043,0.2264726310968399,2122.3
"[0, 1, 2, 0, 1, 0, 0, 1, 1]",0.5545403957366943,0.22065141797065735,2094.7
"[0, 1, 2, 0, 1, 0, 1, 0, 0]",0.5217676162719727,0.22383922338485718,2123.1
"[0, 1, 2, 0, 1, 0, 1, 0, 1]",0.5330228805541992,0.24421344697475433,2156.3
"[0, 1, 2, 0, 1, 0, 1, 1, 0]",0.5784947872161865,0.22009702026844025,2134.7
"[0, 1, 2, 0, 1, 0, 1, 1, 1]",0.5385096073150635,0.2505890429019928,2107.5
"[0, 1, 2, 0, 1, 1, 0, 0, 0]",0.555243968963623,0.2320166379213333,1968.5
"[0, 1, 2, 0, 1, 1, 0, 0, 1]",0.5277984142303467,0.22009702026844025,2048.5
"[0, 1, 2, 0, 1, 1, 0, 1, 0]",0.6036984920501709,0.23451143503189087,2042.1
"[0, 1, 2, 0, 1, 1, 0, 1, 1]",0.5394155979156494,0.24019403755664825,2027.7
"[0, 1, 2, 0, 1, 1, 1, 0, 0]",0.5306882858276367,0.22023561596870422,2046.9
"[0, 1, 2, 0, 1, 1, 1, 0, 1]",0.5609030723571777,0.25142064690589905,2020.5
"[0, 1, 2, 0, 1, 1, 1, 1, 0]",0.5690112113952637,0.23562023043632507,2054.9
"[0, 1, 2, 0, 1, 1, 1, 1, 1]",0.5938079357147217,0.36202356219291687,2046.9
"[0, 1, 2, 0, 1, 2, 0, 0, 0]",0.5915920734405518,0.2320166379213333,2046.9
"[0, 1, 2, 0, 1, 2, 0, 0, 1]",0.5439696311950684,0.21898822486400604,2040.5
"[0, 1, 2, 0, 1, 2, 0, 1, 0]",0.5163378715515137,0.23977823555469513,2022.9
"[0, 1, 2, 0, 1, 2, 0, 1, 1]",0.5397729873657227,0.24116423726081848,2027.7
"[0, 1, 2, 0, 1, 2, 1, 0, 0]",0.5922179222106934,0.21677061915397644,2022.9
"[0, 1, 2, 0, 1, 2, 1, 0, 1]",0.5394489765167236,0.24961884319782257,2033.3
"[0, 1, 2, 0, 1, 2, 1, 1, 0]",0.5430197715759277,0.23506583273410797,2016.9
"[0, 1, 2, 0, 1, 2, 1, 1, 1]",0.5712583065032959,0.3434511423110962,2040.5
"[0, 1, 2, 0, 1, 3, 0, 0, 0]",0.5933411121368408,0.22009702026844025,2037.7
"[0, 1, 2, 0, 1, 3, 0, 0, 1]",0.5409939289093018,0.21801802515983582,2042.1
"[0, 1, 2, 0, 1, 3, 0, 1, 0]",0.5425364971160889,0.24823284149169922,2041.3
"[0, 1, 2, 0, 1, 3, 0, 1, 1]",0.5510680675506592,0.24019403755664825,2018.1
"[0, 1, 2, 0, 1, 3, 1, 0, 0]",0.5484449863433838,0.2231462299823761,2046.9
"[0, 1, 2, 0, 1, 3, 1, 0, 1]",0.5431957244873047,0.24809424579143524,2040.5
"[0, 1, 2, 0, 1, 3, 1, 1, 0]",0.5749742984771729,0.24365904927253723,2037.7
"[0, 1, 2, 0, 1, 3, 1, 1, 1]",0.5743334293365479,0.23243242502212524,2034.1
"[0, 1, 2, 0, 1, 4, 0, 0, 0]",0.5362489223480225,0.22827443480491638,2054.9
"[0, 1, 2, 0, 1, 4, 0, 0, 1]",0.5602836608886719,0.22231462597846985,2046.9
"[0, 1, 2, 0, 1, 4, 0, 1, 0]",0.5727550983428955,0.23797643184661865,2046.9
"[0, 1, 2, 0, 1, 4, 0, 1, 1]",0.5764675140380859,0.24476784467697144,1995.7
"[0, 1, 2, 0, 1, 4, 1, 0, 0]",0.5520477294921875,0.2170478105545044,2040.5
"[0, 1, 2, 0, 1, 4, 1, 0, 1]",0.5435950756072998,0.25530144572257996,2037.7
"[0, 1, 2, 0, 1, 4, 1, 1, 0]",0.5629661083221436,0.23922383785247803,2022.9
"[0, 1, 2, 0, 1, 4, 1, 1, 1]",0.591529130935669,0.22827443480491638,2042.1
"[0, 1, 2, 1, 0, 0, 0, 0, 0]",0.5369813442230225,0.21954262256622314,2107.5
"[0, 1, 2, 1, 0, 0, 0, 0, 1]",0.5195870399475098,0.2225918173789978,2105.1
"[0, 1, 2, 1, 0, 0, 0, 1, 0]",0.5153028964996338,0.22328482568264008,2122.3
"[0, 1, 2, 1, 0, 0, 0, 1, 1]",0.5337684154510498,0.21787941455841064,2109.5
"[0, 1, 2, 1, 0, 0, 1, 0, 0]",0.5315403938293457,0.2573804557323456,2143.9
"[0, 1, 2, 1, 0, 0, 1, 0, 1]",0.5316751003265381,0.8396396636962891,2123.5
"[0, 1, 2, 1, 0, 0, 1, 1, 0]",0.5225722789764404,0.7140679359436035,2131.5
"[0, 1, 2, 1, 0, 0, 1, 1, 1]",0.5301845073699951,0.8396396636962891,2126.7
"[0, 1, 2, 1, 0, 1, 0, 0, 0]",0.5321636199951172,0.2159390151500702,2063.7
"[0, 1, 2, 1, 0, 1, 0, 0, 1]",0.6020581722259521,0.21552321314811707,2037.7
"[0, 1, 2, 1, 0, 1, 0, 1, 0]",0.5349147319793701,0.21857242286205292,1992.5
"[0, 1, 2, 1, 0, 1, 0, 1, 1]",0.5887951850891113,0.24338184297084808,2054.9
"[0, 1, 2, 1, 0, 1, 1, 0, 0]",0.5440473556518555,0.25031185150146484,2054.9
"[0, 1, 2, 1, 0, 1, 1, 0, 1]",0.541928768157959,0.24365904927253723,2050.1
"[0, 1, 2, 1, 0, 1, 1, 1, 0]",0.5403242111206055,0.24171863496303558,2034.1
"[0, 1, 2, 1, 0, 1, 1, 1, 1]",0.5428664684295654,0.8758142590522766,2046.9
"[0, 1, 2, 1, 0, 2, 0, 0, 0]",0.5139198303222656,0.2176022231578827,2038.9
"[0, 1, 2, 1, 0, 2, 0, 0, 1]",0.5406184196472168,0.22508662939071655,2032.5
"[0, 1, 2, 1, 0, 2, 0, 1, 0]",0.5553116798400879,0.22065141797065735,2048.5
"[0, 1, 2, 1, 0, 2, 0, 1, 1]",0.5733997821807861,0.24199584126472473,2040.5
"[0, 1, 2, 1, 0, 2, 1, 0, 0]",0.5581772327423096,0.24851004779338837,2050.1
"[0, 1, 2, 1, 0, 2, 1, 0, 1]",0.5443832874298096,0.24753984808921814,2002.1
"[0, 1, 2, 1, 0, 2, 1, 1, 0]",0.5640451908111572,0.23686763644218445,2020.5
"[0, 1, 2, 1, 0, 2, 1, 1, 1]",0.5686144828796387,0.869438648223877,2040.5
"[0, 1, 2, 1, 0, 3, 0, 0, 0]",0.5475437641143799,0.21677061915397644,2058.1
"[0, 1, 2, 1, 0, 3, 0, 0, 1]",0.5655288696289062,0.22231462597846985,2035.7
"[0, 1, 2, 1, 0, 3, 0, 1, 0]",0.5892362594604492,0.21968121826648712,2046.9
"[0, 1, 2, 1, 0, 3, 0, 1, 1]",0.616422176361084,0.239362433552742,2046.9
"[0, 1, 2, 1, 0, 3, 1, 0, 0]",0.5727190971374512,0.25197505950927734,2046.9
"[0, 1, 2, 1, 0, 3, 1, 0, 1]",0.5397286415100098,0.24851004779338837,2076.5
"[0, 1, 2, 1, 0, 3, 1, 1, 0]",0.5365498065948486,0.24684683978557587,2048.5
"[0, 1, 2, 1, 0, 3, 1, 1, 1]",0.543921709060669,0.8079001903533936,2020.5
"[0, 1, 2, 1, 0, 4, 0, 0, 0]",0.5317707061767578,0.21690921485424042,2024.9
"[0, 1, 2, 1, 0, 4, 0, 0, 1]",0.5717291831970215,0.21621622145175934,2037.7
"[0, 1, 2, 1, 0, 4, 0, 1, 0]",0.5386722087860107,0.21732501685619354,1998.9
"[0, 1, 2, 1, 0, 4, 0, 1, 1]",0.5403554439544678,0.23257103562355042,1998.9
"[0, 1, 2, 1, 0, 4, 1, 0, 0]",0.5328285694122314,0.25585585832595825,2040.5
"[0, 1, 2, 1, 0, 4, 1, 0, 1]",0.5406291484832764,0.25045046210289,2046.9
"[0, 1, 2, 1, 0, 4, 1, 1, 0]",0.5972106456756592,0.2437976449728012,2054.9
"[0, 1, 2, 1, 0, 4, 1, 1, 1]",0.546267032623291,0.8110880255699158,2032.5
"[0, 1, 2, 1, 1, 0, 0, 0, 0]",0.5101900100708008,0.22009702026844025,2117.1
"[0, 1, 2, 1, 1, 0, 0, 0, 1]",0.5117752552032471,0.2170478105545044,2131.5
"[0, 1, 2, 1, 1, 0, 0, 1, 0]",0.5511107444763184,0.24476784467697144,2069.1
"[0, 1, 2, 1, 1, 0, 0, 1, 1]",0.5576269626617432,0.23575884103775024,2112.3
"[0, 1, 2, 1, 1, 0, 1, 0, 0]",0.5353364944458008,0.24310463666915894,2083.5
"[0, 1, 2, 1, 1, 0, 1, 0, 1]",0.5093114376068115,0.24199584126472473,2105.1
"[0, 1, 2, 1, 1, 0, 1, 1, 0]",0.5270814895629883,0.8557172417640686,2143.9
"[0, 1, 2, 1, 1, 0, 1, 1, 1]",0.5203793048858643,0.8338184356689453,2107.5
"[0, 1, 2, 1, 1, 1, 0, 0, 0]",0.5783464908599854,0.21787941455841064,2048.5
"[0, 1, 2, 1, 1, 1, 0, 0, 1]",0.5433118343353271,0.21399861574172974,1971.7
"[0, 1, 2, 1, 1, 1, 0, 1, 0]",0.551398754119873,0.24185724556446075,2037.7
"[0, 1, 2, 1, 1, 1, 0, 1, 1]",0.5371158123016357,0.24476784467697144,2037.7
"[0, 1, 2, 1, 1, 1, 1, 0, 0]",0.5440173149108887,0.24698545038700104,2054.9
"[0, 1, 2, 1, 1, 1, 1, 0, 1]",0.5518386363983154,0.25641027092933655,1968.5
"[0, 1, 2, 1, 1, 1, 1, 1, 0]",0.5242841243743896,0.8288288116455078,2040.5
"[0, 1, 2, 1, 1, 1, 1, 1, 1]",0.5386753082275391,0.851143479347229,2040.5
"[0, 1, 2, 1, 1, 2, 0, 0, 0]",0.5374834537506104,0.21663202345371246,2046.9
"[0, 1, 2, 1, 1, 2, 0, 0, 1]",0.593376636505127,0.22661122679710388,2022.9
"[0, 1, 2, 1, 1, 2, 0, 1, 0]",0.546872615814209,0.24088704586029053,2032.5
"[0, 1, 2, 1, 1, 2, 0, 1, 1]",0.5350732803344727,0.23811504244804382,2016.9
"[0, 1, 2, 1, 1, 2, 1, 0, 0]",0.5925908088684082,0.2444906383752823,2046.9
