vector,latency,accuracy,mem
"[0, 0, 0, 1, 1, 3, 0, 1, 1]",0.5036733150482178,0.23686763644218445,2067.5
"[0, 0, 0, 1, 1, 3, 1, 0, 0]",0.5556676387786865,0.21607761085033417,2061.1
"[0, 0, 0, 1, 1, 3, 1, 0, 1]",0.54048752784729,0.2198198139667511,2046.7
"[0, 0, 0, 1, 1, 3, 1, 1, 0]",0.5211069583892822,0.3351351320743561,2030.7
"[0, 0, 0, 1, 1, 3, 1, 1, 1]",0.518043041229248,0.8365904092788696,2067.5
"[0, 0, 0, 1, 1, 4, 0, 0, 0]",0.5189979076385498,0.21843381226062775,2070.7
"[0, 0, 0, 1, 1, 4, 0, 0, 1]",0.5506527423858643,0.22508662939071655,2084.3
"[0, 0, 0, 1, 1, 4, 0, 1, 0]",0.5215835571289062,0.22342342138290405,2046.7
"[0, 0, 0, 1, 1, 4, 0, 1, 1]",0.5401780605316162,0.23797643184661865,2063.9
"[0, 0, 0, 1, 1, 4, 1, 0, 0]",0.522136926651001,0.2181566208600998,2067.5
"[0, 0, 0, 1, 1, 4, 1, 0, 1]",0.5251617431640625,0.21884961426258087,2063.9
"[0, 0, 0, 1, 1, 4, 1, 1, 0]",0.525806188583374,0.34483715891838074,2059.5
"[0, 0, 0, 1, 1, 4, 1, 1, 1]",0.5261044502258301,0.8343728184700012,2063.9
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",0.5177960395812988,0.219265416264534,2143.9
"[0, 0, 1, 0, 0, 0, 0, 0, 1]",0.5186448097229004,0.21607761085033417,2131.5
"[0, 0, 1, 0, 0, 0, 0, 1, 0]",0.5395889282226562,0.22079001367092133,2107.5
"[0, 0, 1, 0, 0, 0, 0, 1, 1]",0.5987992286682129,0.22356201708316803,2131.1
"[0, 0, 1, 0, 0, 0, 1, 0, 0]",0.560354471206665,0.22079001367092133,2131.5
"[0, 0, 1, 0, 0, 0, 1, 0, 1]",0.530479907989502,0.2220374196767807,2143.9
"[0, 0, 1, 0, 0, 0, 1, 1, 0]",0.5231499671936035,0.21732501685619354,2142.7
"[0, 0, 1, 0, 0, 0, 1, 1, 1]",0.5245711803436279,0.2546084523200989,2086.7
"[0, 0, 1, 0, 0, 1, 0, 0, 0]",0.5219261646270752,0.22882883250713348,2035.7
"[0, 0, 1, 0, 0, 1, 0, 0, 1]",0.5237219333648682,0.22841303050518036,2028.5
"[0, 0, 1, 0, 0, 1, 0, 1, 0]",0.5286998748779297,0.23977823555469513,2037.7
"[0, 0, 1, 0, 0, 1, 0, 1, 1]",0.5371670722961426,0.23742203414440155,2032.5
"[0, 0, 1, 0, 0, 1, 1, 0, 0]",0.5517253875732422,0.22564102709293365,2046.9
"[0, 0, 1, 0, 0, 1, 1, 0, 1]",0.5894358158111572,0.21995842456817627,2054.9
"[0, 0, 1, 0, 0, 1, 1, 1, 0]",0.5435359477996826,0.2264726310968399,2016.9
"[0, 0, 1, 0, 0, 1, 1, 1, 1]",0.5369055271148682,0.857934832572937,2032.5
"[0, 0, 1, 0, 0, 2, 0, 0, 0]",0.5328230857849121,0.22966043651103973,2035.7
"[0, 0, 1, 0, 0, 2, 0, 0, 1]",0.5583462715148926,0.23312543332576752,2037.7
"[0, 0, 1, 0, 0, 2, 0, 1, 0]",0.5488095283508301,0.23367983102798462,2041.3
"[0, 0, 1, 0, 0, 2, 0, 1, 1]",0.5304818153381348,0.23866944015026093,2050.1
"[0, 0, 1, 0, 0, 2, 1, 0, 0]",0.5749874114990234,0.22674982249736786,2048.5
"[0, 0, 1, 0, 0, 2, 1, 0, 1]",0.5389962196350098,0.22120581567287445,2046.9
"[0, 0, 1, 0, 0, 2, 1, 1, 0]",0.5390663146972656,0.22772002220153809,2050.1
"[0, 0, 1, 0, 0, 2, 1, 1, 1]",0.5557446479797363,0.8597366809844971,2037.7
"[0, 0, 1, 0, 0, 3, 0, 0, 0]",0.5430192947387695,0.22772002220153809,1971.7
"[0, 0, 1, 0, 0, 3, 0, 0, 1]",0.576361894607544,0.22577962279319763,2037.7
"[0, 0, 1, 0, 0, 3, 0, 1, 0]",0.5331902503967285,0.23520442843437195,2042.1
"[0, 0, 1, 0, 0, 3, 0, 1, 1]",0.5300686359405518,0.24074843525886536,2022.9
"[0, 0, 1, 0, 0, 3, 1, 0, 0]",0.5304841995239258,0.22189882397651672,2046.9
"[0, 0, 1, 0, 0, 3, 1, 0, 1]",0.5562252998352051,0.22162161767482758,2040.5
"[0, 0, 1, 0, 0, 3, 1, 1, 0]",0.5516228675842285,0.2292446345090866,2046.9
"[0, 0, 1, 0, 0, 3, 1, 1, 1]",0.5654850006103516,0.24088704586029053,2033.3
"[0, 0, 1, 0, 0, 4, 0, 0, 0]",0.5676252841949463,0.22772002220153809,2032.5
"[0, 0, 1, 0, 0, 4, 0, 0, 1]",0.5302927494049072,0.22051282227039337,2022.9
"[0, 0, 1, 0, 0, 4, 0, 1, 0]",0.5280003547668457,0.23478864133358002,2037.7
"[0, 0, 1, 0, 0, 4, 0, 1, 1]",0.5387866497039795,0.234927237033844,1971.7
"[0, 0, 1, 0, 0, 4, 1, 0, 0]",0.5458519458770752,0.22453223168849945,1971.7
"[0, 0, 1, 0, 0, 4, 1, 0, 1]",0.5633237361907959,0.22065141797065735,2002.1
"[0, 0, 1, 0, 0, 4, 1, 1, 0]",0.5342555046081543,0.22633402049541473,2033.3
"[0, 0, 1, 0, 0, 4, 1, 1, 1]",0.6000478267669678,0.2443520426750183,2032.5
"[0, 0, 1, 0, 1, 0, 0, 0, 0]",0.5180773735046387,0.2299376279115677,2107.5
"[0, 0, 1, 0, 1, 0, 0, 0, 1]",0.5549983978271484,0.22328482568264008,2117.1
"[0, 0, 1, 0, 1, 0, 0, 1, 0]",0.5542051792144775,0.22328482568264008,2083.5
"[0, 0, 1, 0, 1, 0, 0, 1, 1]",0.5876927375793457,0.2220374196767807,2131.5
"[0, 0, 1, 0, 1, 0, 1, 0, 0]",0.5224127769470215,0.22273042798042297,2143.9
"[0, 0, 1, 0, 1, 0, 1, 0, 1]",0.5500848293304443,0.2153846174478531,2122.3
"[0, 0, 1, 0, 1, 0, 1, 1, 0]",0.5703127384185791,0.2158004194498062,2107.5
"[0, 0, 1, 0, 1, 0, 1, 1, 1]",0.5419595241546631,0.242688849568367,2143.9
"[0, 0, 1, 0, 1, 1, 0, 0, 0]",0.5272393226623535,0.23686763644218445,2034.1
"[0, 0, 1, 0, 1, 1, 0, 0, 1]",0.5463724136352539,0.23076923191547394,2033.3
"[0, 0, 1, 0, 1, 1, 0, 1, 0]",0.5482814311981201,0.23700623214244843,2041.3
"[0, 0, 1, 0, 1, 1, 0, 1, 1]",0.5335652828216553,0.23922383785247803,2042.1
"[0, 0, 1, 0, 1, 1, 1, 0, 0]",0.5312998294830322,0.2299376279115677,2042.1
"[0, 0, 1, 0, 1, 1, 1, 0, 1]",0.5400352478027344,0.21677061915397644,2050.1
"[0, 0, 1, 0, 1, 1, 1, 1, 0]",0.5411570072174072,0.23451143503189087,2035.7
"[0, 0, 1, 0, 1, 1, 1, 1, 1]",0.5395352840423584,0.6006929874420166,2002.1
"[0, 0, 1, 0, 1, 2, 0, 0, 0]",0.5085194110870361,0.23728343844413757,2028.5
"[0, 0, 1, 0, 1, 2, 0, 0, 1]",0.5370156764984131,0.22938323020935059,2046.9
"[0, 0, 1, 0, 1, 2, 0, 1, 0]",0.5515906810760498,0.2388080358505249,2054.9
"[0, 0, 1, 0, 1, 2, 0, 1, 1]",0.540717363357544,0.23908524215221405,2033.3
"[0, 0, 1, 0, 1, 2, 1, 0, 0]",0.5770437717437744,0.22688843309879303,1992.5
"[0, 0, 1, 0, 1, 2, 1, 0, 1]",0.5519790649414062,0.22106721997261047,2022.9
"[0, 0, 1, 0, 1, 2, 1, 1, 0]",0.5373201370239258,0.24227304756641388,2016.9
"[0, 0, 1, 0, 1, 2, 1, 1, 1]",0.5605216026306152,0.42938321828842163,2046.9
"[0, 0, 1, 0, 1, 3, 0, 0, 0]",0.5528810024261475,0.23187802731990814,1966.9
"[0, 0, 1, 0, 1, 3, 0, 0, 1]",0.5348303318023682,0.2242550253868103,2040.5
"[0, 0, 1, 0, 1, 3, 0, 1, 0]",0.6034204959869385,0.23950104415416718,2054.9
"[0, 0, 1, 0, 1, 3, 0, 1, 1]",0.554732084274292,0.24920305609703064,2050.1
"[0, 0, 1, 0, 1, 3, 1, 0, 0]",0.5168426036834717,0.22356201708316803,2028.5
"[0, 0, 1, 0, 1, 3, 1, 0, 1]",0.5374140739440918,0.21635481715202332,2028.5
"[0, 0, 1, 0, 1, 3, 1, 1, 0]",0.5434880256652832,0.23950104415416718,2028.5
"[0, 0, 1, 0, 1, 3, 1, 1, 1]",0.560089111328125,0.24033263325691223,2027.7
"[0, 0, 1, 0, 1, 4, 0, 0, 0]",0.5636868476867676,0.23354123532772064,2054.9
"[0, 0, 1, 0, 1, 4, 0, 0, 1]",0.5305378437042236,0.23076923191547394,2043.7
"[0, 0, 1, 0, 1, 4, 0, 1, 0]",0.5405545234680176,0.23908524215221405,2043.7
"[0, 0, 1, 0, 1, 4, 0, 1, 1]",0.5976607799530029,0.24393624067306519,2018.1
"[0, 0, 1, 0, 1, 4, 1, 0, 0]",0.5237267017364502,0.2253638207912445,2046.9
"[0, 0, 1, 0, 1, 4, 1, 0, 1]",0.5938994884490967,0.21843381226062775,2040.5
"[0, 0, 1, 0, 1, 4, 1, 1, 0]",0.5242669582366943,0.24060983955860138,2050.1
"[0, 0, 1, 0, 1, 4, 1, 1, 1]",0.5342991352081299,0.24074843525886536,2044.5
"[0, 0, 1, 1, 0, 0, 0, 0, 0]",0.5109972953796387,0.22079001367092133,2077.1
"[0, 0, 1, 1, 0, 0, 0, 0, 1]",0.5176417827606201,0.22383922338485718,2147.5
"[0, 0, 1, 1, 0, 0, 0, 1, 0]",0.5199918746948242,0.22009702026844025,2069.1
"[0, 0, 1, 1, 0, 0, 0, 1, 1]",0.594698429107666,0.2131670117378235,2126.7
"[0, 0, 1, 1, 0, 0, 1, 0, 0]",0.5163557529449463,0.21787941455841064,2122.3
"[0, 0, 1, 1, 0, 0, 1, 0, 1]",0.5276315212249756,0.2198198139667511,2126.7
"[0, 0, 1, 1, 0, 0, 1, 1, 0]",0.5343139171600342,0.22217601537704468,2131.5
"[0, 0, 1, 1, 0, 0, 1, 1, 1]",0.535707950592041,0.3277893364429474,2129.1
"[0, 0, 1, 1, 0, 1, 0, 0, 0]",0.5338180065155029,0.219265416264534,2016.9
"[0, 0, 1, 1, 0, 1, 0, 0, 1]",0.5133588314056396,0.22827443480491638,2041.3
"[0, 0, 1, 1, 0, 1, 0, 1, 0]",0.5432548522949219,0.22772002220153809,2048.5
"[0, 0, 1, 1, 0, 1, 0, 1, 1]",0.5576539039611816,0.2365904301404953,2054.9
"[0, 0, 1, 1, 0, 1, 1, 0, 0]",0.5873942375183105,0.22134442627429962,2037.7
"[0, 0, 1, 1, 0, 1, 1, 0, 1]",0.5432252883911133,0.21732501685619354,2038.9
"[0, 0, 1, 1, 0, 1, 1, 1, 0]",0.580284595489502,0.21566180884838104,2054.9
"[0, 0, 1, 1, 0, 1, 1, 1, 1]",0.5420637130737305,0.8455994725227356,2028.5
"[0, 0, 1, 1, 0, 2, 0, 0, 0]",0.52777099609375,0.22938323020935059,2046.9
"[0, 0, 1, 1, 0, 2, 0, 0, 1]",0.5336568355560303,0.22785863280296326,2054.9
"[0, 0, 1, 1, 0, 2, 0, 1, 0]",0.5670931339263916,0.22633402049541473,2066.1
"[0, 0, 1, 1, 0, 2, 0, 1, 1]",0.5244641304016113,0.23797643184661865,2046.9
"[0, 0, 1, 1, 0, 2, 1, 0, 0]",0.5316331386566162,0.22106721997261047,2048.5
"[0, 0, 1, 1, 0, 2, 1, 0, 1]",0.5610055923461914,0.22079001367092133,2049.3
"[0, 0, 1, 1, 0, 2, 1, 1, 0]",0.5378389358520508,0.2159390151500702,2054.9
"[0, 0, 1, 1, 0, 2, 1, 1, 1]",0.5400726795196533,0.8433818221092224,2046.9
"[0, 0, 1, 1, 0, 3, 0, 0, 0]",0.5296781063079834,0.22494801878929138,2048.5
"[0, 0, 1, 1, 0, 3, 0, 0, 1]",0.5296573638916016,0.22494801878929138,2037.7
"[0, 0, 1, 1, 0, 3, 0, 1, 0]",0.5323717594146729,0.22383922338485718,1992.5
"[0, 0, 1, 1, 0, 3, 0, 1, 1]",0.6149783134460449,0.23423422873020172,2050.1
