accuracy,latency,memory
40.221172,6.207618,159.97664
26.21202,9.432798,776.4633
33.655,6.166849,318.51596
31.416988,7.471774,367.11835
40.258427,6.384329,160.99983
33.022743,6.8714275,334.93927
23.068766,12.161025,957.3322
25.153763,10.445482,865.0806
31.926575,7.4108686,352.2523
40.477585,6.3321166,154.94794
24.477076,11.041136,889.2632
40.40814,6.4101954,160.54471
40.24526,6.4266157,161.9223
40.438774,6.344406,158.727
33.428967,6.612043,321.88217
23.549128,11.207675,880.7908
32.48321,6.730968,338.92004
31.638542,7.097179,356.4358
23.364786,11.494903,911.4465
25.47637,10.018614,854.8183
40.8128,5.719393,152.41815
23.240906,11.798597,914.9681
24.087933,10.847717,887.33856
40.52632,5.8064284,149.0489
40.40161,6.072327,154.57097
24.755772,10.386102,845.2765
40.932774,5.5090137,152.88103
41.11873,5.464694,151.36314
25.301968,10.321304,814.1276
32.119152,7.3767037,353.14716
32.78721,6.386665,323.8431
40.494507,6.110306,161.3033
40.424534,5.7701035,154.89206
33.200287,7.1586685,334.984
40.391598,6.0052667,156.65863
40.53904,6.106868,159.29936
32.094143,6.9000473,341.36584
40.81207,5.8993406,155.7276
40.416992,6.38102,159.31332
40.414726,6.1234417,158.38274
24.023104,11.12837,906.24084
23.127,11.503416,931.08563
23.676363,11.407895,867.9884
40.358734,6.290753,157.29832
33.317463,6.1988077,322.39313
32.360676,6.9411564,344.6483
24.088488,11.46406,883.96606
31.690262,7.842402,358.13132
32.067238,7.3244205,354.7097
25.737219,9.965664,801.2352
40.196945,6.30521,161.96606
39.879025,6.7815104,162.65675
40.39374,6.0508876,151.8546
40.610626,5.9474263,154.09561
23.880327,11.463662,885.3492
40.747746,5.7213054,153.63515
25.646305,9.6671095,819.8033
31.856058,7.444537,361.44775
32.847576,6.6386514,343.08286
24.434345,10.872003,871.4234
32.209114,7.610616,354.22586
25.736752,9.776606,805.0219
24.493809,10.678277,880.03265
40.26232,5.702538,154.90964
25.958832,10.171185,796.5673
23.761702,11.485838,932.4245
25.040565,10.212476,819.87244
24.575476,11.122464,837.22534
32.75857,6.549709,333.98798
24.800608,10.630283,833.4888
24.483917,10.37943,838.7117
23.403486,11.187509,915.0728
32.11451,6.8676386,348.27682
40.540836,5.8703747,147.28488
33.228302,7.0302114,325.03943
40.28338,6.4106402,162.38036
