accuracy,latency,memory
21.996769,15.130613,2256.157
27.233496,10.179286,850.1808
34.929024,8.253684,349.7546
22.077114,15.839764,2274.8174
27.16566,10.817341,869.6692
34.971107,8.280259,352.21527
27.23261,10.184863,843.2341
27.185623,10.379482,839.8306
34.880905,8.390333,354.93246
21.862185,16.036829,2363.4785
27.437632,10.878682,852.4236
34.93491,8.609262,356.10638
27.318447,10.05917,829.53674
27.238188,10.346611,841.40015
22.17948,15.027259,2174.2676
34.93491,8.458039,353.64572
35.059067,8.093408,350.68277
27.10975,10.234881,857.71466
27.141357,10.8616905,873.99994
34.92647,8.681817,353.65942
22.328465,14.279785,2146.7068
35.009872,8.373088,354.93246
27.541512,9.936047,828.15094
27.36012,10.236426,853.4186
34.888332,8.878687,363.63684
34.95689,8.170925,348.46786
35.050762,8.248083,354.57388
35.042324,8.589032,361.8948
34.971107,8.296193,350.68277
35.063625,8.254576,354.57388
22.224304,14.274796,2180.0806
27.441925,10.307517,831.9872
35.076626,8.152548,350.68277
35.027905,8.766917,361.8948
22.023365,15.393596,2266.7397
34.951168,8.267838,349.7546
27.38781,10.66881,843.77747
22.055624,15.445419,2270.523
35.07292,8.363479,354.94617
34.906734,8.429326,354.93246
27.435064,10.23116,840.9473
22.29488,14.538564,2158.344
35.049206,8.670383,361.8948
34.90384,8.767311,360.6286
34.929974,8.316598,353.65942
27.392279,9.910155,831.74384
22.212105,14.93176,2144.5498
27.16121,10.871735,879.2273
35.027905,8.389619,354.94617
34.90704,8.619704,357.39313
22.159393,14.515836,2186.4448
27.29049,9.979518,846.2531
22.155983,14.593882,2151.3096
21.93792,15.079261,2287.5046
35.090374,8.060979,351.93423
34.888332,8.576158,357.39313
22.019651,15.638497,2254.918
21.85165,14.916088,2255.077
35.060642,8.06138,352.21527
22.249203,14.682359,2179.4644
27.33592,10.14834,830.1883
27.299011,10.134034,836.2906
34.92647,8.797173,361.8948
35.027905,8.431279,354.93246
27.267202,10.169521,829.0219
27.471128,10.065949,829.8478
35.044365,8.042233,350.68277
22.364265,14.819428,2171.979
27.17457,10.755103,853.9872
27.277273,10.780103,868.9011
34.864468,8.938225,361.8948
34.914467,8.937614,361.8948
22.057161,15.508521,2322.484
22.02781,15.429776,2325.0793
27.455593,9.730072,823.4845
21.870445,15.573522,2330.968
22.170422,14.641176,2178.6543
35.03205,8.724305,361.8948
22.209637,14.688343,2138.4019
27.482132,9.773804,823.9177
22.03171,15.390273,2233.1575
34.882236,8.886279,360.1733
34.891834,8.872567,363.63684
22.090948,15.512186,2259.3914
35.06869,8.741534,363.5242
35.043888,8.314654,357.39313
27.270514,10.093426,829.3938
34.879833,8.456748,353.64572
27.390757,9.943609,813.3919
27.400282,10.094338,827.31274
34.90517,8.832624,360.51596
35.03643,8.180225,355.86063
22.3779,14.662431,2119.2034
27.267202,10.069353,841.0039
22.177551,14.835559,2157.7183
22.26126,14.431896,2169.346
22.152609,14.754632,2197.3843
27.195463,10.452552,855.5203
21.955168,15.416784,2257.574
27.305897,10.144658,828.6387
27.317484,11.030049,863.2753
35.052708,8.745854,363.5242
34.888332,8.825663,363.63684
21.949007,15.611719,2334.7727
22.198097,14.362379,2124.207
34.92647,8.905711,363.63684
27.366142,10.145709,831.46906
27.133064,10.778906,899.22797
35.05162,8.303119,354.94617
27.482721,9.79861,824.49493
27.377045,10.50208,848.45074
27.452503,9.77385,817.385
34.93841,8.43353,353.64572
27.13367,10.839578,884.0057
35.053352,8.412117,360.51596
34.899277,8.877995,361.8948
34.914974,8.363671,352.21527
27.435272,9.839093,813.7449
35.022923,8.620532,363.5242
34.928036,8.91717,363.5242
27.327114,9.913675,842.22815
34.882236,8.958104,361.8948
21.929794,16.040323,2264.923
27.273031,10.181026,834.49
21.928019,15.221261,2216.4097
34.92367,8.245823,349.7683
